pet_id,type,primary breed,secondary breed,mixed breed,size,gender,age,photo1,photo2,organization_id,phone,address1,address2,city,state,postcode,email,address,Lat,Lng
44311206,Dog,Pug,Beagle,True,Small,Male,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44311206/1/?bust=1553523825,,NY275,(631) 643-9270,80 New Highway,,Amityville,NY,11701,BAARC@townofbabylon.com,"80 New Highway,Amityville,NY 11701",40.702273600000005,-73.39592900000001
44311180,Dog,Pug,Beagle,True,Small,Female,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44311180/1/?bust=1553523092,,OK02,,64301 E 290 Road,P. O. Box 451205,Grove,OK,74344,shelter-OK02@petfinder.com,"64301 E 290 Road,Grove,OK 74344",36.5976278,-94.73346590000001
44311066,Dog,Pug,,True,Medium,Male,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44311066/1/?bust=1553519543,,IL36,,600 S. River St.,,Aurora,IL,60506,adoptdogs.hsa@gmail.com,"600 S. River St.,Aurora,IL 60506",41.7481745,-88.3279166
44309176,Dog,Pug,,False,Small,Male,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44309176/1/?bust=1553489784,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44309176/2/?bust=1553489788,NY425,,,,Alden,NY,14004,rescue@buffalopugs.org,",Alden,NY 14004",42.9000596,-78.4919671
44308737,Dog,Pug,Beagle,True,Medium,Female,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44308737/1/?bust=1553488990,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44308737/2/?bust=1553488996,OR03,541/689-1503   ,88530 Green Hill Rd.,,Eugene,OR,97402,information@green-hill.org,"88530 Green Hill Rd.,Eugene,OR 97402",44.0641711,-123.21077120000001
44308635,Dog,Pug,Beagle,True,Medium,Male,Senior,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44308635/1/?bust=1553488305,,NY211,845-331-5377,20 Wiedy Road,,Kingston,NY,12401,info@ucspca.org,"20 Wiedy Road,Kingston,NY 12401",41.941081,-74.02007499999998
44308165,Dog,Pug,,False,Small,Male,Baby,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44308165/1/?bust=1553470574,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44308165/2/?bust=1553470590,FL1381,,,,Brooklyn,NY,11206,truenorthrescue@gmail.com,",Brooklyn,NY 11206",40.7047738,-73.9418603
44307879,Dog,Pug,Shih Tzu,True,Small,Male,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44307879/2/?bust=1553462821,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44307879/1/?bust=1553462818,TX2041,(903) 399-6205,PO Box 443,,Judson,TX,75660,j.guillote@att.net,"PO Box 443,Judson,TX 75660",32.5827571,-94.75233940000001
44307618,Dog,Pug,Shih Tzu,True,Small,Female,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44307618/1/?bust=1553458292,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44307618/2/?bust=1553458295,TX2041,(903) 399-6205,PO Box 443,,Judson,TX,75660,j.guillote@att.net,"PO Box 443,Judson,TX 75660",32.5827571,-94.75233940000001
44307045,Dog,Pug,Beagle,True,Small,Female,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44307045/1/?bust=1553468690,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44307045/4/?bust=1553444002,VA26,(540) 586-6100,829 Ole Turnpike Dr,,Bedford,VA,24523,info@bhsva.org,"829 Ole Turnpike Dr,Bedford,VA 24523",37.33713529999999,-79.5469056
44305810,Dog,Pug,Beagle,True,Small,Female,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44305810/1/?bust=1553441084,,IA146,(712) 790-9116,1721 E 10th Street,PO Box 393,Carroll,IA,51401,animalrescueofcarroll@yahoo.com,"1721 E 10th Street,Carroll,IA 51401",42.0693838,-94.8380042
44305758,Dog,Pug,Dachshund,True,Small,Female,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44305758/1/?bust=1553442865,,GA217,404-613-0358  ,860 Marietta Blvd. NW,,Atlanta,GA,30318,AC.Info@fultoncountyga.gov,"860 Marietta Blvd. NW,Atlanta,GA 30318",33.779058500000005,-84.4278428
44305331,Dog,Pug,,False,Small,Female,Senior,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44305331/1/?bust=1553434526,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44305331/2/?bust=1553434534,NJ674,347-766-7812,,,Pittsburgh,PA,15219,snortrescue@yahoo.com,",Pittsburgh,PA 15219",40.440368,-79.9836108
44305312,Dog,Pug,Beagle,True,Small,Female,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44305312/1/?bust=1553434473,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44305312/2/?bust=1553434477,MI776,(269) 492-1010,219 Peekstock Drive,,Kalamazoo,MI,49001,arpdirector@aol.com,"219 Peekstock Drive,Kalamazoo,MI 49001",42.25364039999999,-85.57765140000001
44305046,Dog,Pug,,False,Small,Female,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44305046/1/?bust=1553419444,,PA670,,PO Box 1341,,North Wales,PA,19454,homeatlastdogrescue@yahoo.com,"PO Box 1341,North Wales,PA 19454",40.2153533,-75.27843829999998
44304692,Dog,Pug,,False,Small,Male,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44304692/1/?bust=1553416642,,LA300,(318) 617-8670,,,Benton,LA,71006,roadtorescue@bellsouth.net,",Benton,LA 71006",32.694867699999996,-93.7418454
44304603,Dog,Pug,,True,Medium,Female,Adult,,,MA484,,,,Boston,MA,02113,adoptions@lasthopek9.org,",Boston,MA 02113",42.3654231,-71.05497679999998
44303831,Dog,Pug,Pit Bull Terrier,True,Medium,Female,Baby,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44303831/2/?bust=1553397334,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44303831/3/?bust=1553397336,NY1298,9144946456,PO Box 307,,White Plains,NY,10602,courtney@snarrnortheast.org,"PO Box 307,White Plains,NY 10602",41.031153,-73.76708339999998
44303828,Dog,Pug,Pit Bull Terrier,True,Medium,Male,Baby,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44303828/2/?bust=1553397189,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44303828/1/?bust=1553397186,NY1298,9144946456,PO Box 307,,White Plains,NY,10602,courtney@snarrnortheast.org,"PO Box 307,White Plains,NY 10602",41.031153,-73.76708339999998
44303824,Dog,Pug,Pit Bull Terrier,True,Medium,Female,Baby,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44303824/2/?bust=1553397023,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44303824/1/?bust=1553397020,NY1298,9144946456,PO Box 307,,White Plains,NY,10602,courtney@snarrnortheast.org,"PO Box 307,White Plains,NY 10602",41.031153,-73.76708339999998
44303809,Dog,Pug,Pit Bull Terrier,True,Medium,Female,Baby,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44303809/1/?bust=1553396697,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44303809/2/?bust=1553396701,NY1298,9144946456,PO Box 307,,White Plains,NY,10602,courtney@snarrnortheast.org,"PO Box 307,White Plains,NY 10602",41.031153,-73.76708339999998
44303791,Dog,Pug,Pit Bull Terrier,True,Medium,Female,Baby,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44303791/1/?bust=1553396298,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44303791/2/?bust=1553396301,NY1298,9144946456,PO Box 307,,White Plains,NY,10602,courtney@snarrnortheast.org,"PO Box 307,White Plains,NY 10602",41.031153,-73.76708339999998
44302562,Dog,Pug,Terrier,True,Medium,Female,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44302562/1/?bust=1553558236,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44302562/2/?bust=1553558246,OK309,(954) 608-4918,,,Miami,OK,74354,adoptions.maa@gmail.com,",Miami,OK 74354",36.8745146,-94.8774554
44301424,Dog,Pug,,True,Small,Male,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44301424/1/?bust=1553383302,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44301424/2/?bust=1553383303,OH175,(330) 451-2343,1801 Mahoning Road NE,,Canton,OH,44705,,"1801 Mahoning Road NE,Canton,OH 44705",40.8089988,-81.35304690000001
44299687,Dog,Pug,Beagle,True,Small,Male,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44299687/1/?bust=1553346589,,KY102,(502) 473-7387,3516 Newburg Road Adoption Center,3705 Manslick Road Intake Facility,Louisville,KY,40218,AnimalServicesAdoption@louisvilleky.gov,"3516 Newburg Road Adoption Center,Louisville,KY 40218",38.1906516,-85.67465090000002
44299209,Dog,Pug,Beagle,True,Medium,Male,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44299209/1/?bust=1553344002,,PA604, ,PO Box 132,,Doylestown,PA,18901,almosthome4dogs@yahoo.com,"PO Box 132,Doylestown,PA 18901",40.310106299999994,-75.1298939
44298727,Dog,Pug,,True,Small,Female,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44298727/1/?bust=1553354933,,TX487,210-207-6666 ,4710 State Hwy 151,,San Antonio,TX,78227,ACSAdoptions@sanantonio.gov,"4710 State Hwy 151,San Antonio,TX 78227",29.415189299999998,-98.59063530000002
44298370,Dog,Pug,,False,Small,Male,Adult,,,NC64,919-403-2221,P.O. Box 14232,,Durham,NC,27709,petfinder@animalrescue.net,"P.O. Box 14232,Durham,NC 27709",,
44298371,Dog,Pug,,False,Small,Female,Adult,,,NC64,919-403-2221,P.O. Box 14232,,Durham,NC,27709,petfinder@animalrescue.net,"P.O. Box 14232,Durham,NC 27709",,
44297524,Dog,Pug,Dachshund,True,Small,Male,Baby,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44297524/3/?bust=1553317675,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44297524/1/?bust=1553317671,CA1377,,PO Box 21406,,Bakersfield,CA,93312,petmatchmakerca@gmail.com,"PO Box 21406,Bakersfield,CA 93312",35.3732921,-119.0187125
44297297,Dog,Pug,Mixed Breed,True,Medium,Male,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44297297/1/?bust=1553345000,,TX1659,972-237-8575       ,2222 West Warrior Trail,,Grand Prairie,TX,75052,animaldispatch@gptx.org,"2222 West Warrior Trail,Grand Prairie,TX 75052",32.6988427,-97.03541870000001
44294680,Dog,Pug,Shepherd,True,Medium,Female,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44294680/4/?bust=1553306100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44294680/1/?bust=1553306097,MB25,,,,Winnipeg,MB,R2M 2K2,inquiry@manitobaunderdogs.org,",Winnipeg,MB R2M 2K2",49.832899,-97.11940859999999
44294608,Dog,Pug,Mixed Breed,True,Medium,Male,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44294608/1/?bust=1553348898,,FL205,(305) 418-7149,3599 NW 79 Avenue Doral,,Miami,FL,33122,pets@miamidade.gov,"3599 NW 79 Avenue Doral,Miami,FL 33122",25.8073299,-80.324281
44294059,Dog,Pug,Chihuahua,True,Small,Female,Senior,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44294059/1/?bust=1553317610,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44294059/2/?bust=1553317616,CA1287,(415) 272-4172  ,255 Alabama St,,San Francisco,CA,94141,adoptions@muttville.org,"255 Alabama St,San Francisco,CA 94141",37.76574420000001,-122.41216840000001
44293448,Dog,Pug,,False,Small,Male,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44293448/1/?bust=1553302315,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44293448/2/?bust=1553302316,OH175,(330) 451-2343,1801 Mahoning Road NE,,Canton,OH,44705,,"1801 Mahoning Road NE,Canton,OH 44705",40.8089988,-81.35304690000001
44293246,Dog,Pug,,False,Small,Male,Senior,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44293246/4/?bust=1553291710,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44293246/1/?bust=1553291704,TX1084,,PO Box 5053,,Alvin,TX,77512,info@pughearts.com,"PO Box 5053,Alvin,TX 77512",29.4187707,-95.2390673
44293233,Dog,Pug,,False,Small,Male,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44293233/3/?bust=1553291311,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44293233/1/?bust=1553291307,TX1084,,PO Box 5053,,Alvin,TX,77512,info@pughearts.com,"PO Box 5053,Alvin,TX 77512",29.4187707,-95.2390673
44293212,Dog,Pug,,False,Small,Female,Senior,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44293212/2/?bust=1553290882,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44293212/1/?bust=1553290879,TX1084,,PO Box 5053,,Alvin,TX,77512,info@pughearts.com,"PO Box 5053,Alvin,TX 77512",29.4187707,-95.2390673
44293072,Dog,Pug,Beagle,True,Medium,Male,Senior,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44293072/1/?bust=1553291033,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44293072/2/?bust=1553292669,MA85,(781) 544-4533 ext. 301,780 Chief Justice Cushing Highway,,Scituate,MA,02066,,"780 Chief Justice Cushing Highway,Scituate,MA 02066",42.2068826,-70.778756
44293195,Dog,Pug,,False,Medium,Male,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44293195/2/?bust=1553290352,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44293195/1/?bust=1553290350,TX1084,,PO Box 5053,,Alvin,TX,77512,info@pughearts.com,"PO Box 5053,Alvin,TX 77512",29.4187707,-95.2390673
44293176,Dog,Pug,,False,Small,Male,Senior,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44293176/1/?bust=1553289795,,TX1084,,PO Box 5053,,Alvin,TX,77512,info@pughearts.com,"PO Box 5053,Alvin,TX 77512",29.4187707,-95.2390673
44293159,Dog,Pug,,False,Small,Male,Senior,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44293159/3/?bust=1553289530,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44293159/1/?bust=1553289526,TX1084,,PO Box 5053,,Alvin,TX,77512,info@pughearts.com,"PO Box 5053,Alvin,TX 77512",29.4187707,-95.2390673
44292232,Dog,Pug,,True,Medium,Male,Adult,,,WI72,(920)733-1717,N115 Two Mile Road,,Appleton,WI,54914,adopt@foxvalleypets.org,"N115 Two Mile Road,Appleton,WI 54914",44.244923,-88.5076473
44292158,Dog,Pug,,True,Small,Female,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44292158/1/?bust=1553273179,,FL304,(352) 746-8400,4030 S. Airport Road,,Inverness,FL,34450,,"4030 S. Airport Road,Inverness,FL 34450",28.803416100000003,-82.31636929999998
44292041,Dog,Pug,Beagle,True,Small,Female,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44292041/1/?bust=1553272753,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44292041/2/?bust=1553272778,NC683,(336) 393-0000,820 Gallimore Dairy Rd.,,High Point,NC,27265,lovingpetinnadoptions@gmail.com,"820 Gallimore Dairy Rd.,High Point,NC 27265",36.0672169,-79.982325
44290642,Dog,Pug,Beagle,True,Small,Male,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44290642/1/?bust=1553262864,,SC80,803-417-2347,PO Box 10703,,Rock Hill,SC,29730,operationcareadoptions@yahoo.com,"PO Box 10703,Rock Hill,SC 29730",34.9248667,-81.02507840000001
44290544,Dog,Pug,,False,Small,Male,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44290544/2/?bust=1553259916,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44290544/1/?bust=1553259912,TX1084,,PO Box 5053,,Alvin,TX,77512,info@pughearts.com,"PO Box 5053,Alvin,TX 77512",29.4187707,-95.2390673
44290475,Dog,Pug,,False,Small,Male,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44290475/1/?bust=1553256864,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44290475/2/?bust=1553256866,TX1084,,PO Box 5053,,Alvin,TX,77512,info@pughearts.com,"PO Box 5053,Alvin,TX 77512",29.4187707,-95.2390673
44290420,Dog,Pug,Pekingese,True,Small,Female,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44290420/1/?bust=1553250632,,CA1973,,,,San Ramon,CA,94582,Melody@lovesecondchances.org,",San Ramon,CA 94582",37.7639471,-121.91317609999999
44289720,Dog,Pug,,False,Medium,Male,Adult,,,AZ110,(928) 782-1621,4050 S Avenue 4 ½ E,,Yuma,AZ,85365,adoptions@hsoyuma.com,"4050 S Avenue 4 ½ E,Yuma,AZ 85365",32.7097682,-114.555792
44288989,Dog,Pug,Chihuahua,True,Small,Female,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44288989/3/?bust=1553222299,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44288989/1/?bust=1553222185,TX2177,817-821-4942,P.O Box 521,,Colleyville,TX,76034,homelesshounds2016@gmail.com,"P.O Box 521,Colleyville,TX 76034",32.8860707,-97.14670720000001
44287926,Dog,Pug,Chihuahua,True,Small,Male,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44287926/1/?bust=1553225268,,TX1965,(903) 361-4211,3307 S Eisenhower Pkwy,,Denison,TX,75021,denisonanimals@gmail.com,"3307 S Eisenhower Pkwy,Denison,TX 75021",33.7231481,-96.553361
44287364,Dog,Pug,Terrier,True,Small,Male,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44287364/1/?bust=1553216996,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44287364/2/?bust=1553217051,TX2177,817-821-4942,P.O Box 521,,Colleyville,TX,76034,homelesshounds2016@gmail.com,"P.O Box 521,Colleyville,TX 76034",32.8860707,-97.14670720000001
